Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,25,1,590,636.7436284403084,414.6095880023495,1729.8497219999263,14.4,0.6740426464574208,0.026961705858296832,590,690,720,740,770,820,1700,1700,1700,1700,1700
,Aggregated,25,1,590,636.7436284403084,414.6095880023495,1729.8497219999263,14.4,0.6740426464574208,0.026961705858296832,590,690,720,740,770,820,1700,1700,1700,1700,1700
