Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775832984,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832985,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832986,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832987,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832988,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832989,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832990,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832991,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832992,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832993,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832994,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832995,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832996,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832997,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775832998,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833000,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833001,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833002,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833003,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833004,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
1775833005,20,,Aggregated,0.400000,0.000000,500,680,700,720,820,880,1000,1500,1500,1500,1500,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685
