Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685,1.3608914431645398,0.04297551925782757,500,680,700,720,820,880,1000,1500,1500,1500,1500
,Aggregated,95,3,500,573.6322257578554,158.4048439981416,1487.348839000333,14.526315789473685,1.3608914431645398,0.04297551925782757,500,680,700,720,820,880,1000,1500,1500,1500,1500
